CSV File,Columns containing all necessary fragments for ID,Columns containing fragments where atleast one fragment must be observed for confirmation,Run DDA,Run AIF (Ignore this column if you don't have AIF data),By Class only - total C:DB,Polarity,Adduct,Notes
MSDIAL_ASM_[M+HCOO]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M+HCOO]-,MSDIAL_ASM
MSDIAL_Cer_ADS_[M+HCOO]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M+HCOO]-,MSDIAL_Cer_ADS
MSDIAL_Cer_AP_[M+HCOO]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M+HCOO]-,MSDIAL_Cer_AP
MSDIAL_Cer_AS_[M+HCOO]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M+HCOO]-,MSDIAL_Cer_AS
MSDIAL_Cer_BDS_[M+HCOO]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M+HCOO]-,MSDIAL_Cer_BDS
MSDIAL_Cer_BS_[M+HCOO]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M+HCOO]-,MSDIAL_Cer_BS
MSDIAL_Cer_EBDS_[M+HCOO]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M+HCOO]-,MSDIAL_Cer_EBDS
MSDIAL_Cer_EODS_[M+HCOO]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M+HCOO]-,MSDIAL_Cer_EODS
MSDIAL_Cer_EOS_[M+HCOO]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M+HCOO]-,MSDIAL_Cer_EOS
MSDIAL_Cer_NDS_[M+HCOO]-.csv,3;4;5,,FALSE,FALSE,TRUE,Neg,[M+HCOO]-,MSDIAL_Cer_NDS
MSDIAL_Cer_NP_[M+HCOO]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M+HCOO]-,MSDIAL_Cer_NP
MSDIAL_Cer_NS_[M+HCOO]-.csv,3;4;5,,FALSE,FALSE,TRUE,Neg,[M+HCOO]-,MSDIAL_Cer_NS
MSDIAL_DGDG_[M+HCOO]-.csv,3;4;5,,FALSE,FALSE,TRUE,Neg,[M+HCOO]-,MSDIAL_DGDG
MSDIAL_EtherDGDG_[M+HCOO]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M+HCOO]-,MSDIAL_EtherDGDG
MSDIAL_EtherLPC_[M+HCOO]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M+HCOO]-,MSDIAL_EtherLPC
MSDIAL_EtherMGDG_[M+HCOO]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M+HCOO]-,MSDIAL_EtherMGDG
MSDIAL_EtherOxPC_[M+HCOO]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M+HCOO]-,MSDIAL_EtherOxPC
MSDIAL_EtherPC_[M+HCOO]-.csv,3;4;5,,FALSE,FALSE,TRUE,Neg,[M+HCOO]-,MSDIAL_EtherPC
MSDIAL_Hex2Cer_[M+HCOO]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M+HCOO]-,MSDIAL_Hex2Cer
MSDIAL_Hex3Cer_[M+HCOO]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M+HCOO]-,MSDIAL_Hex3Cer
MSDIAL_HexCer_AP_[M+HCOO]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M+HCOO]-,MSDIAL_HexCer_AP
MSDIAL_HexCer_EOS_[M+HCOO]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M+HCOO]-,MSDIAL_HexCer_EOS
MSDIAL_HexCer_HDS_[M+HCOO]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M+HCOO]-,MSDIAL_HexCer_HDS
MSDIAL_HexCer_HS_[M+HCOO]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M+HCOO]-,MSDIAL_HexCer_HS
MSDIAL_HexCer_NDS_[M+HCOO]-.csv,3;4;5,,FALSE,FALSE,TRUE,Neg,[M+HCOO]-,MSDIAL_HexCer_NDS
MSDIAL_HexCer_NS_[M+HCOO]-.csv,3;4;5,,FALSE,FALSE,TRUE,Neg,[M+HCOO]-,MSDIAL_HexCer_NS
MSDIAL_LPC_[M+HCOO]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M+HCOO]-,MSDIAL_LPC
MSDIAL_MGDG_[M+HCOO]-.csv,3;4;5,,FALSE,FALSE,TRUE,Neg,[M+HCOO]-,MSDIAL_MGDG
MSDIAL_OxPC_[M+HCOO]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M+HCOO]-,MSDIAL_OxPC
MSDIAL_PC_[M+HCOO]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M+HCOO]-,MSDIAL_PC
MSDIAL_SHex_[M+HCOO]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M+HCOO]-,MSDIAL_SHex
MSDIAL_SM_[M+HCOO]-.csv,3;4;5,,TRUE,FALSE,TRUE,Neg,[M+HCOO]-,MSDIAL_SM
MSDIAL_Vitamin_E_[M+HCOO]-.csv,3;4,,TRUE,FALSE,TRUE,Neg,[M+HCOO]-,MSDIAL_Vitamin_E
Cholesterol_HminH2O.csv,2,8;9,TRUE,TRUE,FALSE,Pos,[M+H-H2O]+,Cholesterol minus water
LPC_Na.csv,4,,TRUE,TRUE,FALSE,Pos,[M+Na]+,Lysophosphatidylcholine
LPE_Na.csv,3,,TRUE,TRUE,FALSE,Pos,[M+Na]+,Lysophosphatidylethanolamine
MGDG_Na.csv,3;4,,TRUE,FALSE,FALSE,Pos,[M+Na]+,Monogalactosyldiacylglycerol
OxLPC_Na.csv,7,,TRUE,TRUE,FALSE,Pos,[M+Na]+,Oxidized lysophosphatidylcholine
OxLPE_Na.csv,3,,TRUE,TRUE,FALSE,Pos,[M+Na]+,Oxidized lysophosphatidylethanolamine
OxPC_Na.csv,2,9;10,FALSE,FALSE,FALSE,Pos,[M+Na]+,Oxidized phosphatidylcholine
OxPE_Na.csv,3,5;6,FALSE,FALSE,FALSE,Pos,[M+Na]+,Oxidized phosphatidylethanolamine
PC_Na.csv,2;3;4;5;10,6;7,TRUE,TRUE,FALSE,Pos,[M+Na]+,Phosphatidylcholine
PE_Na.csv,4,5;6,TRUE,TRUE,FALSE,Pos,[M+Na]+,Phosphatidylethanolamine
PS_Na.csv,9,7;8,TRUE,TRUE,FALSE,Pos,[M+Na]+,Phosphatidylserine
PS_Na_Class.csv,3,,TRUE,FALSE,TRUE,Pos,[M+Na]+,Phosphatidylserine
TG_Na.csv,2;3;4;5,,TRUE,TRUE,FALSE,Pos,[M+Na]+,triacylglyceride or triacylglycerol: Will add significant time to analysis with minimal new information
MSDIAL_CE_[M+Na]+.csv,3,,FALSE,FALSE,TRUE,Pos,[M+Na]+,MSDIAL_CE
MSDIAL_DG_[M+Na]+.csv,3,,FALSE,FALSE,TRUE,Pos,[M+Na]+,MSDIAL_DG
MSDIAL_EtherDGDG_[M+Na]+.csv,3;4;5,,TRUE,FALSE,TRUE,Pos,[M+Na]+,MSDIAL_EtherDGDG
MSDIAL_EtherMGDG_[M+Na]+.csv,3;4,,TRUE,FALSE,TRUE,Pos,[M+Na]+,MSDIAL_EtherMGDG
MSDIAL_EtherTG_[M+Na]+.csv,3;4;5,,FALSE,FALSE,TRUE,Pos,[M+Na]+,MSDIAL_EtherTG
MSDIAL_LPC_[M+Na]+.csv,3;4;5,,TRUE,FALSE,TRUE,Pos,[M+Na]+,MSDIAL_LPC
MSDIAL_PC_[M+Na]+.csv,3;4;5,,TRUE,FALSE,TRUE,Pos,[M+Na]+,MSDIAL_PC
MSDIAL_PE_[M+Na]+.csv,3;4;5,,TRUE,FALSE,TRUE,Pos,[M+Na]+,MSDIAL_PE
MSDIAL_PI_[M+Na]+.csv,3;4;5,,TRUE,FALSE,TRUE,Pos,[M+Na]+,MSDIAL_PI
MSDIAL_PS_[M+Na]+.csv,3;4;5,,TRUE,FALSE,TRUE,Pos,[M+Na]+,MSDIAL_PS
MSDIAL_SM_[M+Na]+.csv,3;4;5,,TRUE,FALSE,TRUE,Pos,[M+Na]+,MSDIAL_SM
MSDIAL_TG_[M+Na]+.csv,3;4;5,,FALSE,FALSE,TRUE,Pos,[M+Na]+,MSDIAL_TG
MSDIAL_VAE_[M+Na]+.csv,3;4;5,,TRUE,FALSE,TRUE,Pos,[M+Na]+,MSDIAL_VAE
CE_NH4.csv,3;9,,TRUE,TRUE,FALSE,Pos,[M+NH4]+,Cholesterol Ester
CL_NH4.csv,3;4,,TRUE,TRUE,FALSE,Pos,[M+NH4]+,Cardiolipin
CoQ_NH4.csv,3,,TRUE,TRUE,FALSE,Pos,[M+NH4]+,Coenzyme Q
DG_NH4.csv,3;4,,TRUE,TRUE,FALSE,Pos,[M+NH4]+,Diacylglyceride or Diacylglycerol
DGDG_NH4.csv,3,5;6,TRUE,FALSE,FALSE,Pos,[M+NH4]+,Digalactosyldiacylglycerol
DGDG_NH4_Class.csv,3,,TRUE,FALSE,TRUE,Pos,[M+NH4]+,Digalactosyldiacylglycerol
GlcADG_NH4.csv,5;6,,TRUE,FALSE,FALSE,Pos,[M+NH4]+,Glucuronosyldiacylglycerol 
lanosteryl_NH4.csv,4,,TRUE,TRUE,FALSE,Pos,[M+NH4]+,lanosteryl
MG_NH4.csv,3,,TRUE,TRUE,FALSE,Pos,[M+NH4]+,Monoacylglycerol
MGDG_NH4.csv,3,5;6,TRUE,FALSE,FALSE,Pos,[M+NH4]+,Monogalactosyldiacylglycerol
MGDG_NH4_Class.csv,3,,TRUE,FALSE,TRUE,Pos,[M+NH4]+,Monogalactosyldiacylglycerol
OxCL_NH4.csv,3;4,,TRUE,TRUE,FALSE,Pos,[M+NH4]+,Beta: Oxidized Cardiolipin; add FA(OOH)-H2O fragmentation?
PG_NH4.csv,4,9;10,TRUE,TRUE,FALSE,Pos,[M+NH4]+,Phosphatidylglycerol
PG_NH4_Class.csv,4,,TRUE,FALSE,TRUE,Pos,[M+NH4]+,Phosphatidylglycerol
PI_NH4_Class.csv,3,,TRUE,FALSE,TRUE,Pos,[M+NH4]+,Phosphatidylinositol
PlasmanylTG_NH4.csv,3;4,,FALSE,FALSE,FALSE,Pos,[M+NH4]+,Plasmanyl triacylglycerol
PlasmanylTG_reduced_NH4.csv,3;4,,TRUE,TRUE,FALSE,Pos,[M+NH4]+,Plasmanyl triacylglycerol: Reduced to only NL of RCOOH to speed up LipidMatch
PlasmenylTG_NH4.csv,3;4,,FALSE,FALSE,FALSE,Pos,[M+NH4]+,Plasmenyl triacylglycerol
PlasmenylTG_red_NH4.csv,3;4,,TRUE,TRUE,FALSE,Pos,[M+NH4]+,Plasmenyl triacylglycerol: Reduced to only NL of RCOOH to speed up LipidMatch
TG_NH4.csv,3;4;5,,FALSE,FALSE,FALSE,Pos,[M+NH4]+,triacylglyceride or triacylglycerol
TG_reduced_NH4.csv,3;4;5,,TRUE,TRUE,FALSE,Pos,[M+NH4]+,triacylglyceride or triacylglycerol: Reduced fragment search to only NL of RCOOH to speed up LipidMatch
zymosteryl_NH4.csv,4,,TRUE,TRUE,FALSE,Pos,[M+NH4]+,zymosteryl
AcylGlcADG_NH4.csv,4;7,5;6,TRUE,TRUE,FALSE,Pos,[M+NH4]+,Acylglucuronosyldiacylglycerol
BMP_NH4.csv,4;5,,TRUE,TRUE,FALSE,Pos,[M+NH4]+,Bismonoacylglycerophosphate
HBMP_NH4.csv,3,4;6,TRUE,TRUE,FALSE,Pos,[M+NH4]+,Hemibismonoacylglycerophosphate
SQDG_NH4.csv,7;8,,TRUE,TRUE,FALSE,Pos,[M+NH4]+,Sulfoquinovosyl diacylglycerol 
Cholesterol_NH4.csv,3,,TRUE,TRUE,FALSE,Pos,[M+NH4]+,Cholesterol
GM3_NH4.csv,4;10,12;13,TRUE,TRUE,FALSE,Pos,[M+NH4]+,Ganglioside GM3
PEtOH_NH4.csv,3,8;9,TRUE,TRUE,FALSE,Pos,[M+NH4]+,Phosphatidylethanol
PMeOH_NH4.csv,3,8;9,TRUE,TRUE,FALSE,Pos,[M+NH4]+,Phosphatidylmethanol
GM3_NH4_Class.csv,4;10,,TRUE,TRUE,TRUE,Pos,[M+NH4]+,Ganglioside GM3
PEtOH_NH4_Class.csv,3,,TRUE,TRUE,TRUE,Pos,[M+NH4]+,Phosphatidylethanol
PMeOH_NH4_Class.csv,3,,TRUE,TRUE,TRUE,Pos,[M+NH4]+,Phosphatidylmethanol
MSDIAL_ADGGA_[M+NH4]+.csv,3;4;5,,TRUE,FALSE,TRUE,Pos,[M+NH4]+,MSDIAL_ADGGA
MSDIAL_AHexBRS_[M+NH4]+.csv,3;4,,TRUE,FALSE,TRUE,Pos,[M+NH4]+,MSDIAL_AHexBRS
MSDIAL_AHexCAS_[M+NH4]+.csv,3;4,,TRUE,FALSE,TRUE,Pos,[M+NH4]+,MSDIAL_AHexCAS
MSDIAL_AHexCS_[M+NH4]+.csv,3;4,,TRUE,FALSE,TRUE,Pos,[M+NH4]+,MSDIAL_AHexCS
MSDIAL_AHexSIS_[M+NH4]+.csv,3;4,,TRUE,FALSE,TRUE,Pos,[M+NH4]+,MSDIAL_AHexSIS
MSDIAL_AHexSTS_[M+NH4]+.csv,3;4,,TRUE,FALSE,TRUE,Pos,[M+NH4]+,MSDIAL_AHexSTS
MSDIAL_BASulfate_[M+NH4]+.csv,3;4,,TRUE,FALSE,TRUE,Pos,[M+NH4]+,MSDIAL_BASulfate
MSDIAL_BMP_[M+NH4]+.csv,3;4;5,,TRUE,FALSE,TRUE,Pos,[M+NH4]+,MSDIAL_BMP
MSDIAL_BRSE_[M+NH4]+.csv,3;4,,TRUE,FALSE,TRUE,Pos,[M+NH4]+,MSDIAL_BRSE
MSDIAL_CASE_[M+NH4]+.csv,3;4,,TRUE,FALSE,TRUE,Pos,[M+NH4]+,MSDIAL_CASE
MSDIAL_CE_[M+NH4]+.csv,3;4;5,,TRUE,FALSE,TRUE,Pos,[M+NH4]+,MSDIAL_CE
MSDIAL_CL_[M+NH4]+.csv,3;4;5,,TRUE,FALSE,TRUE,Pos,[M+NH4]+,MSDIAL_CL
MSDIAL_DCAE_[M+NH4]+.csv,3;4,,TRUE,FALSE,TRUE,Pos,[M+NH4]+,MSDIAL_DCAE
MSDIAL_DG_[M+NH4]+.csv,3;4;5,,TRUE,FALSE,TRUE,Pos,[M+NH4]+,MSDIAL_DG
MSDIAL_DGDG_[M+NH4]+.csv,3;4;5,,TRUE,FALSE,TRUE,Pos,[M+NH4]+,MSDIAL_DGDG
MSDIAL_DGGA_[M+NH4]+.csv,3;4;5,,TRUE,FALSE,TRUE,Pos,[M+NH4]+,MSDIAL_DGGA
MSDIAL_EtherDG_[M+NH4]+.csv,3;4,,TRUE,FALSE,TRUE,Pos,[M+NH4]+,MSDIAL_EtherDG
MSDIAL_EtherDGDG_[M+NH4]+.csv,3;4;5,,TRUE,FALSE,TRUE,Pos,[M+NH4]+,MSDIAL_EtherDGDG
MSDIAL_EtherMGDG_[M+NH4]+.csv,3;4;5,,TRUE,FALSE,TRUE,Pos,[M+NH4]+,MSDIAL_EtherMGDG
MSDIAL_EtherTG_[M+NH4]+.csv,3;4;5,,FALSE,FALSE,TRUE,Pos,[M+NH4]+,MSDIAL_EtherTG
MSDIAL_GDCAE_[M+NH4]+.csv,3;4,,TRUE,FALSE,TRUE,Pos,[M+NH4]+,MSDIAL_GDCAE
MSDIAL_GLCAE_[M+NH4]+.csv,3;4,,TRUE,FALSE,TRUE,Pos,[M+NH4]+,MSDIAL_GLCAE
MSDIAL_GM3_[M+NH4]+.csv,3;4;5,,TRUE,FALSE,TRUE,Pos,[M+NH4]+,MSDIAL_GM3
MSDIAL_HBMP_[M+NH4]+.csv,3;4;5,,TRUE,FALSE,TRUE,Pos,[M+NH4]+,MSDIAL_HBMP
MSDIAL_MG_[M+NH4]+.csv,3;4;5,,TRUE,FALSE,TRUE,Pos,[M+NH4]+,MSDIAL_MG
MSDIAL_MGDG_[M+NH4]+.csv,3;4;5,,TRUE,FALSE,TRUE,Pos,[M+NH4]+,MSDIAL_MGDG
MSDIAL_NAGly_[M+NH4]+.csv,3;4;5,,TRUE,FALSE,TRUE,Pos,[M+NH4]+,MSDIAL_NAGly
MSDIAL_NAGlySer_[M+NH4]+.csv,3;4;5,,TRUE,FALSE,TRUE,Pos,[M+NH4]+,MSDIAL_NAGlySer
MSDIAL_PEtOH_[M+NH4]+.csv,3;4;5,,TRUE,FALSE,TRUE,Pos,[M+NH4]+,MSDIAL_PEtOH
MSDIAL_PG_[M+NH4]+.csv,3;4;5,,TRUE,FALSE,TRUE,Pos,[M+NH4]+,MSDIAL_PG
MSDIAL_PI_[M+NH4]+.csv,3;4,,TRUE,FALSE,TRUE,Pos,[M+NH4]+,MSDIAL_PI
MSDIAL_PMeOH_[M+NH4]+.csv,3;4;5,,TRUE,FALSE,TRUE,Pos,[M+NH4]+,MSDIAL_PMeOH
MSDIAL_SHex_[M+NH4]+.csv,3;4;5,,TRUE,FALSE,TRUE,Pos,[M+NH4]+,MSDIAL_SHex
MSDIAL_SHexCer_[M+NH4]+.csv,3;4;5,,TRUE,FALSE,TRUE,Pos,[M+NH4]+,MSDIAL_SHexCer
MSDIAL_SISE_[M+NH4]+.csv,3;4,,TRUE,FALSE,TRUE,Pos,[M+NH4]+,MSDIAL_SISE
MSDIAL_SL_[M+NH4]+.csv,3;4;5,,TRUE,FALSE,TRUE,Pos,[M+NH4]+,MSDIAL_SL
MSDIAL_SQDG_[M+NH4]+.csv,3;4;5,,TRUE,FALSE,TRUE,Pos,[M+NH4]+,MSDIAL_SQDG
MSDIAL_SSulfate_[M+NH4]+.csv,3;4,,TRUE,FALSE,TRUE,Pos,[M+NH4]+,MSDIAL_SSulfate
MSDIAL_STSE_[M+NH4]+.csv,3;4,,TRUE,FALSE,TRUE,Pos,[M+NH4]+,MSDIAL_STSE
MSDIAL_TDCAE_[M+NH4]+.csv,3;4,,TRUE,FALSE,TRUE,Pos,[M+NH4]+,MSDIAL_TDCAE
MSDIAL_TG_[M+NH4]+.csv,3;4;5,,FALSE,FALSE,TRUE,Pos,[M+NH4]+,MSDIAL_TG
MSDIAL_TLCAE_[M+NH4]+.csv,3;4,,TRUE,FALSE,TRUE,Pos,[M+NH4]+,MSDIAL_TLCAE
MGDG_NH4minCO.csv,2,7;8,TRUE,FALSE,FALSE,Pos,[M+NH4-CO]+,Monogalactosyldiacylglycerol
CL_neg_min2H.csv,11;12;13;14,,TRUE,FALSE,FALSE,Neg,[M-2H]-,Cardiolipin
OxCL_neg_min2H.csv,11;12;13;14,,TRUE,TRUE,FALSE,Neg,[M-2H]-,"Oxidized Cardiolipin; FA(OOH)-H2O fragmentation, and FA(OOH)2-2H2O fragmentation, are the fragments when looking at single acyl chains. 13;14;15;16 may also be good fragments for confirmation. Note that ketones, epoxy, and (OH)(OOH) and other oxidized combinations are not contained in the library"
Ac2PIM1_neg_minH.csv,2,3;4,TRUE,FALSE,FALSE,Neg,[M-H]-,Diacylated phosphatidylinositol monomannoside
Ac2PIM2_neg_minH.csv,2,3;4,TRUE,FALSE,FALSE,Neg,[M-H]-,Diacylated phosphatidylinositol dimannoside
Ac3PIM2_neg_minH.csv,3;4;5,,TRUE,FALSE,FALSE,Neg,[M-H]-,Triacylated phosphatidylinositol dimannoside
Ac4PIM2_neg_minH.csv,3;4;5;6,,TRUE,FALSE,FALSE,Neg,[M-H]-,Tetraacylated phosphatidylinositol dimannoside
BA_Glycine_neg_minH.csv,2,4;5,TRUE,TRUE,FALSE,Neg,[M-H]-,Bial Acid Glycine Conjugate
BA_neg_minH.csv,2;4,,TRUE,TRUE,FALSE,Neg,[M-H]-,Beta: Bial Acid
BA_Taurine_neg_minH.csv,,4;5,TRUE,TRUE,FALSE,Neg,[M-H]-,Bial Acid Taurine Conjugate
CerP_neg_minH.csv,3,,TRUE,FALSE,FALSE,Neg,[M-H]-,Ceramide-1-phosphate
CL_neg_minH.csv,10;11;17;18,,TRUE,TRUE,FALSE,Neg,[M-H]-,Cardiolipin: 13;14;15;16 may also be good fragments for confirmation
DMPE_neg_minH.csv,3;4,,TRUE,FALSE,FALSE,Neg,[M-H]-,Dimethyl Phosphatidylethanolamine
Ganglioside_neg_minH_Class.csv,2;6,,TRUE,TRUE,TRUE,Neg,[M-H]-,Ganglioside or glycan ceramides
GlcADG_neg_minH.csv,9;10,,TRUE,FALSE,FALSE,Neg,[M-H]-,Glucuronosyldiacylglycerol 
LipidA_PP_2_neg_minH.csv,5;6,,TRUE,TRUE,FALSE,Neg,[M-H]-,Diphosphorylated hexaacyl Lipid A
LipidA_PP_neg_minH.csv,2;5;6,7;8,TRUE,TRUE,FALSE,Neg,[M-H]-,Diphosphorylated hexaacyl Lipid A
LPC_SN1_H.csv,5;10,,TRUE,TRUE,FALSE,Neg,[M-H]-,Lysophosphatidylcholine
LPE_neg_minH.csv,5,,TRUE,TRUE,FALSE,Neg,[M-H]-,Lysophosphatidylethanolamine
LPI_neg_minH.csv,2;5,,TRUE,TRUE,FALSE,Neg,[M-H]-,Lysophosphatidylinositol
MMPE_neg_minH.csv,3;4,,TRUE,FALSE,FALSE,Neg,[M-H]-,Monomethyl-Phosphatidylethanolamine
OxCL_neg_minH.csv,9;10;11;12,,TRUE,TRUE,FALSE,Neg,[M-H]-,"Oxidized Cardiolipin; FA(OOH)-H2O fragmentation, and FA(OOH)2-2H2O fragmentation, are the fragments when looking at single acyl chains. 13;14;15;16 may also be good fragments for confirmation. Note that ketones, epoxy, and (OH)(OOH) and other oxidized combinations are not contained in the library"
OxLPE_neg_minH.csv,2;5,,TRUE,TRUE,FALSE,Neg,[M-H]-,Oxidized lysophosphatidylethanolamine
OxPE_neg_minH.csv,2;7;8,,TRUE,TRUE,FALSE,Neg,[M-H]-,Oxidized phosphatidylethanolamine
PA_neg_minH.csv,8;9,,TRUE,TRUE,FALSE,Neg,[M-H]-,Phosphatidic acid
PE_neg_minH.csv,7;8,,TRUE,TRUE,FALSE,Neg,[M-H]-,Phosphatidylethanolamine
PG_neg_minH.csv,12;13,,TRUE,TRUE,FALSE,Neg,[M-H]-,Phosphatidylglycerol
PI_neg_minH.csv,2;17,12;13,TRUE,TRUE,FALSE,Neg,[M-H]-,Phosphatidylinositol
PlasmanylLPE_neg_minH.csv,2;6,,TRUE,TRUE,FALSE,Neg,[M-H]-,Plasmanyl lysophosphatidylethanolamine
PlasmanylPE_neg_minH.csv,2;5,,TRUE,TRUE,FALSE,Neg,[M-H]-,Plasmanyl phosphatidylethanolamine
PlasmanylPS_neg_minH.csv,6;7,,TRUE,TRUE,FALSE,Neg,[M-H]-,Plasmanyl phosphatidylserine
PlasmenylLPE_neg_minH.csv,2;4,,TRUE,TRUE,FALSE,Neg,[M-H]-,Plasmenyl lysophosphatidylethanolamine
PlasmenylPE_neg_minH.csv,3;5,,TRUE,TRUE,FALSE,Neg,[M-H]-,Plasmenyl phosphatidylethanolamine
PlasmenylPS_neg_minH.csv,6,,TRUE,FALSE,FALSE,Neg,[M-H]-,Plasmenyl phosphatidylserine
PS_neg_minH.csv,9;10,,TRUE,TRUE,FALSE,Neg,[M-H]-,Phosphatidylserine
PS_neg_minH_Class.csv,3,,TRUE,FALSE,TRUE,Neg,[M-H]-,Phosphatidylserine
SQDG_neg_minH.csv,2;5,3;4,TRUE,TRUE,FALSE,Neg,[M-H]-,Sulfoquinovosyldiacylglycerol
Sulf_neg_minH.csv,2;7,4;5,TRUE,TRUE,FALSE,Neg,[M-H]-,Sulfatide
Sulf_neg_minH_Class.csv,4,,TRUE,FALSE,TRUE,Neg,[M-H]-,Sulfatide
AcylGlcADG_neg_minH.csv,2;3;4;5,,TRUE,TRUE,FALSE,Neg,[M-H]-,Acylglucuronosyldiacylglycerol
ether_OxPE_neg_minH_MSDIAL.csv,2;4,,TRUE,TRUE,FALSE,Neg,[M-H]-,ether-oxidized phosphatidylethanolamine
FAHFA_neg_minH.csv,3;5,,TRUE,TRUE,FALSE,Neg,[M-H]-,Fatty acid ester of hydroxyl fatty acid
HBMP_neg_minH.csv,2;5;6;7,,TRUE,TRUE,FALSE,Neg,[M-H]-,Hemibismonoacylglycerophosphate
LPA_neg_minH.csv,3,,TRUE,TRUE,FALSE,Neg,[M-H]-,lyso-phosphatidic acid
LPS_neg_minH.csv,4,3;5,TRUE,TRUE,FALSE,Neg,[M-H]-,lyso-phosphatidylserine
OxPE_neg_minH_MSDIAL.csv,6,3;4;5,TRUE,TRUE,FALSE,Neg,[M-H]-,oxidized phosphatidylethanolamine
OxPG_neg_minH_MSDIAL.csv,6,3;4;5,TRUE,TRUE,FALSE,Neg,[M-H]-,oxidized phosphatidylglycerol
OxPI_neg_minH_MSDIAL.csv,2;3;7,,TRUE,TRUE,FALSE,Neg,[M-H]-,oxidized phosphatidylinositol
OxPS_neg_minH_MSDIAL.csv,3;7,,TRUE,TRUE,FALSE,Neg,[M-H]-,oxidized phosphatidylserine
Cer_ADS_neg_minH.csv,2;13,,TRUE,TRUE,FALSE,Neg,[M-H]-,Backbone: Dihydrosphingosine Fatty acid: a-hydroxy fatty acid
Cer_AP_neg_minH.csv,2;4,,TRUE,TRUE,FALSE,Neg,[M-H]-,Backbone: Phytosphingosine Fatty acid: a-hydroxy fatty acid
Cer_AS_neg_minH.csv,2,6;14,TRUE,TRUE,FALSE,Neg,[M-H]-,Backbone: Sphingosine Fatty acid: a-hydroxy fatty acid
Cer_BDS_neg_minH.csv,2;3,,TRUE,TRUE,FALSE,Neg,[M-H]-,Ceramide beta-hydroxy fatty acid-dihydrosphingosine
Cer_BS_neg_minH.csv,2;4,,TRUE,TRUE,FALSE,Neg,[M-H]-,Ceramide beta-hydroxy fatty acid-sphingosine
Cer_EODS_neg_minH.csv,2;5,4;6;7,TRUE,TRUE,FALSE,Neg,[M-H]-,Backbone: Dihydrosphingosine Fatty acid: esterified w-hydroxy fatty acid
Cer_EOS_neg_minH.csv,3;6,5;7;8,TRUE,TRUE,FALSE,Neg,[M-H]-,Backbone: Sphingosine Fatty acid: esterified w-hydroxy fatty acid
Cer_NDS_neg_minH.csv,2;7,,TRUE,TRUE,FALSE,Neg,[M-H]-,Backbone: Dihydrosphingosine Fatty acid: non-hydroxy fatty acid
Cer_NP_neg_minH.csv,2;5;6,,TRUE,TRUE,FALSE,Neg,[M-H]-,Backbone: Phytosphingosine Fatty acid: Fatty acid: non-hydroxy fatty acid
Cer_NS_neg_minH.csv,2;7,,TRUE,TRUE,FALSE,Neg,[M-H]-,"Ceramide (Nonhydroxyacyl sphingosine) (duplicate, MS-DIAL version)"
GlcCer_AP_neg_minH.csv,2;4,,TRUE,TRUE,FALSE,Neg,[M-H]-,glucosyl-ceramide Backbone: Phytosphingosine Fatty acid: a-hydroxy fatty acid
GlcCer_NDS_neg_minH.csv,2;3;5,,TRUE,TRUE,FALSE,Neg,[M-H]-,glucosyl-ceramide Backbone: Dihydrosphingosine Fatty acid: non-hydroxy fatty acid
GlcCer_NS_neg_minH.csv,2;3,4;5;6,TRUE,TRUE,FALSE,Neg,[M-H]-,Glucosyl-Nonhydroxyacyl sphingosine
SQDG_neg_minH_Class.csv,2;3,,TRUE,TRUE,TRUE,Neg,[M-H]-,Sulfoquinovosyldiacylglycerol
GM3_neg_minH_Class.csv,2;4,,TRUE,TRUE,TRUE,Pos,[M-H]-,Ganglioside GM3
SHexCer_neg_minH_Class.csv,2;3,,FALSE,FALSE,TRUE,Pos,[M-H]-,Sulfatide
PMeOH_neg_minH.csv,5;6,,TRUE,TRUE,FALSE,Pos,[M-H]-,Phosphatidylmethanol
