"row.ID","row.m.z","row.retention.time","All.identity.elements","posIEB_DD_2.mzXML.Peak.height","posIEB_DD_3.mzXML.Peak.height","posIEB_DD_4.mzXML.Peak.height","posIEB_DD_6.mzXML.Peak.height","pos_DD_1.mzXML.Peak.height","pos_DD_3.mzXML.Peak.height","posIEB_DD_1.mzXML.Peak.height","posIEB_DD_5.mzXML.Peak.height","pos_DD_4.mzXML.Peak.height","pos_DD_5.mzXML.Peak.height","pos_DD_2.mzXML.Peak.height","pos_DD_6.mzXML.Peak.height","NA.","ID_Ranked","Intensity_Ranked","Class_At_Max_Intensity","Adduct_At_Max_Intensity","Only_One_Class","Molecular","Adducts Confirmed by MS/MS"
35,834.600138346354,7.20701388888889,NA,313036262,327152281.142857,302330223.380952,336617090.285714,349995886.666667,341159614.666667,316119749.333333,320021924.285714,343673025.142857,326028632.380952,343274155.809524,340160178,NA,"1_PC(18:0_22:6)+H","137669952.383","PC","[M+H]+","Yes","PC(18:0_22:6)","[M+H]+"
102,836.615005493164,7.56901944444445,NA,80239005.5714286,81152551.4761905,80472654.952381,74897986.7619047,76735310.1904762,80679811.047619,79989716.0952381,75369521.3333333,78585408.5238095,77626698.4761905,77354846.4761905,76424379.6190476,NA,"1_PC(18:0_22:5)+H | 1_PC(20:1_20:4)+H","37461116.674 | 37352251.503","PC","[M+H]+","Yes","PC(18:0_22:5)","[M+H]+"
133,838.631459554036,8.32772222222222,NA,52654894.6190476,50559091.4761905,51685469.3809524,50792999.952381,49799099.9761905,51077195,51261164.9047619,52545504,49135436.3333333,49194035.9047619,49809691.047619,50020475.4761905,NA,"1_PC(18:0_22:4)+H","22499570.744","PC","[M+H]+","Yes","PC(18:0_22:4)","[M+H]+|[M+Na]+"
139,814.631319681803,8.73068888888889,NA,48486254.2857143,47381030.0952381,47887715.0476191,47929505.5238095,49562124.5714286,48388124.2857143,49503080.5714286,48775962.2857143,49211515.2380952,49368095.952381,49416057.2380952,48802026.3809524,NA,"1_PC(18:0_20:2)+H | 1_PC(18:2_20:0)+H | 1_PC(18:1_20:1)+H","26171832.478 | 26117496.245 | 26106108.443","PC","[M+H]+","Yes","PC(18:0_20:2)","[M+H]+|[M+Na]+"
541,816.647351582845,9.57664444444445,NA,5973992.71428571,6203303.72619048,5727717.41666667,6462324,5942741.77380952,6349086.03571429,6246781.97619048,6339511.21428571,6394453.57142857,6260820.98809524,6002193.71428571,6185381.88690476,NA,"1_PC(18:0_20:1)+H | 1_PC(18:1_20:0)+H","7266977.842 | 7264206.108","PC","[M+H]+","Yes","PC(18:0_20:1)","[M+H]+"
20,784.58403523763,6.64417777777778,NA,434644930.285714,472969395.809524,410837904.761905,419076992,442679052.952381,441936121.904762,425821603.047619,454153201.523809,424204188.952381,436786194.285714,449768643.809524,430690884.571429,NA,"1_PC(18:1_18:2)+H | 1_PC(16:0_20:3)+H","217663928.899 | 216968345.648","PC","[M+H]+","Yes","PC(18:1_18:2)","[M+H]+"
34,808.584108988444,6.41063472222222,NA,318563951.619048,320100104.761905,326872417.142857,345653437.714286,319167388.190476,328402565.333333,321170119.238095,329267286.857143,312781716.571428,325240845.333333,318775932.571429,323472539.428571,NA,"1_PC(18:1_20:4)+H | 1_PC(16:0_22:5)+H","150173613.73 | 149987609.539","PC","[M+H]+","Yes","PC(18:1_20:4)","[M+H]+|[M+Na]+"
187,832.584078470866,6.08929027777778,NA,29010368.5714286,30233219.2857143,31201063.1428571,32241323.4285714,28727408.952381,29489988.8571429,30274917.1428571,29986333.9047619,30151596.9047619,30203245.3333333,28095768.3809524,29367843,NA,"1_PC(18:1_22:6)+H | 1_PC(18:2_22:5)+H","13995206.059 | 13941271.8528","PC","[M+H]+","Yes","PC(18:1_22:6)","[M+H]+"
369,834.600143432617,6.74972916666667,NA,10197372.6904762,10180418.7380952,10155273.5,10766773.7142857,10464700.9285714,10764891.047619,9748367.69047619,10542198.0238095,10724707.4047619,11046922.8095238,10510127.4761905,10050206.8095238,NA,"1_PC(18:1_22:5)+H | 1_PC(20:2_20:4)+H","6530383.213 | 6519009.609","PC","[M+H]+","Yes","PC(18:1_22:5)","[M+H]+"
43,782.568962097168,5.67218333333333,NA,270722406.095238,282323009.904762,297256646.666667,303525840.761905,279653835.047619,282969329.904762,279391912.952381,317118440,270046118.095238,280299994.857143,275182752.380952,284189748.190476,NA,"1_PC(18:2_18:2)+H | 1_PC(16:1_20:3)+H","86328418.202 | 86015697.262","PC","[M+H]+","Yes","PC(18:2_18:2)","[M+H]+|[M+Na]+"
92,806.568379720052,5.463375,NA,93582952.1904762,97970838.4761905,93098724.952381,98991424.1904762,100262129.047619,99501695.6190476,95610144.1904762,100376144.761905,95680381.3333333,96037783.2380953,100534750.857143,96655585.3333333,NA,"1_PC(18:2_20:4)+H | 1_PC(18:1_20:5)+H","23186514.745 | 23091438.408","PC","[M+H]+","Yes","PC(18:2_20:4)","[M+H]+|[M+Na]+"
144,830.568829854329,5.12676527777778,NA,45750294.6666667,43805006.7619048,41498462.7619048,43803437.8095238,43382329.5238095,46064166.9523809,44412943.9047619,44244725.3333333,46535151.3333333,46129454.5714286,44505330,46845641.9047619,NA,"1_PC(18:2_22:6)+H | 1_PC(20:4_20:4)+H","21061882.769 | 21038350.427","PC","[M+H]+","Yes","PC(18:2_22:6)","[M+H]+|[M+Na]+"
301,800.615013122559,8.28221388888889,NA,13249191.4285714,12672989.8095238,13099458.2142857,12576989.7738095,13128471.1190476,13420842.8809524,12519478.8095238,13030244.8333333,12457419.2380952,13043422.547619,13108037.3571429,12951801.6547619,NA,"1_PC(18:2_19:0)+H | 1_PC(17:0_20:2)+H","7092068.932 | 7070518.655","PC","[M+H]+","Yes","PC(18:2_19:0)","[M+H]+"
545,780.55281829834,4.73952361111111,NA,5863356.25,6140912.23809524,6357706.28571429,6982446.9047619,6449082.25595238,6351347.17857143,6025967.50595238,6411128.01190476,6300937.21428571,6577930.79761905,6244471.67857143,6192268.72619048,NA,"1_PC(18:2_18:3)+H","2458346.233","PC","[M+H]+","Yes","PC(18:2_18:3)","[M+H]+"
918,832.584411621094,5.50502222222222,NA,2592160.10416667,2843754.17261905,2830253.50297619,2835700,2886704.67261905,2888147.49702381,2854761.24404762,3032196.4077381,2816918.67857143,2958856.55357143,2843718.70238095,2793709.80952381,NA,"1_PC(18:2_22:5)+H","1066659.486","PC","[M+H]+","Yes","PC(18:2_22:5)","[M+H]+"
937,804.551920572917,4.55415,NA,2530264.8422619,2536188.98809524,2693333.76190476,2635713,2549860.00595238,2490749.35714286,2475384.75,2703920.35714286,2481231.35714286,2381377.93452381,2539932.29166667,2365341.11904762,NA,"1_PC(18:2_20:5)+H","1316798.5718","PC","[M+H]+","Yes","PC(18:2_20:5)","[M+H]+"
15,818.663276672363,10.4899527777778,NA,487917221.523809,485208707.047619,477244033.928571,540136745.904762,484475378.666667,501748870.095238,492446423.285714,493439908.285714,482241371.976191,490070078,498261643.047619,475682576.761905,NA,"1_PC(19:0_19:0)+H","225269416.81","PC","[M+H]+","Yes","PC(19:0_19:0)","[M+H]+|[M+Na]+"
529,838.630345662435,8.64024583333333,NA,6194373.88095238,6325436.4047619,6068999.76190476,6095008.59523809,6454259.80952381,6459058.16666667,6573805.94047619,5179635.79761905,6600924.25,6209085.71428571,6437291.39285714,6304465.23809524,NA,"1_PC(20:0_20:4)+H","3919534.444","PC","[M+H]+","Yes","PC(20:0_20:4)","[M+H]+"
434,832.584322611491,5.77994583333333,NA,8150253.25,8439390.11904762,8295435.89285714,8235931.48809524,8652644.1547619,8613228.91666667,8626771.80952381,8280563.52380952,9126285.23809524,8867991.69047619,8656089.89285714,8620303.57142857,NA,"1_PC(20:3_20:4)+H","3164444.8096","PC","[M+H]+","Yes","PC(20:3_20:4)","[M+H]+"
1290,854.568921407064,4.83647222222222,NA,1573582.1860119,1744946.89583333,1788557.64285714,1936988.38690476,1514830.55803571,1458226.86011905,1491706.83928571,1832932.28571429,1459850.4375,1458804.03571429,1412450.61011905,1415173.22172619,NA,"1_PC(20:4_22:6)+H","1060837.0697","PC","[M+H]+","Yes","PC(20:4_22:6)","[M+H]+"
97,664.49153137207,6.45153194444444,NA,83862200.9047619,83431997.547619,83782462.5714286,82128030.1904762,88512039.9523809,90861892.4285714,86814034.2380952,85980508.5952381,84886348.8095238,83083297.5714286,86879008.0952381,88377893.0238095,NA,"1_PE(15:0_15:0)+H | 3_PE(30:0)+H","17965839.03 | 16432433.83","PE","[M+H]+","Yes","PE(15:0_15:0)","[M+H]+"
422,716.523160298665,6.83251805555556,NA,8399107.2827381,8691816.89880952,7936474.05952381,8740162.94047619,8584332.17857143,9107561.79166667,8449625.60714286,8046464.25892857,8224011.97619047,8336542.64285714,8578947.53571429,8602454.86011905,NA,"1_PE(16:0_18:2)+H | 3_PE(34:2)+H | 1_PC(13:0_18:2)+H","2375401.01 | 2219260.5 | 678707.051","PE","[M+H]+","No","PE(16:0_18:2)","[M+H]+"
510,740.522420247396,6.64417777777778,NA,6554396.53422619,7317389.92261905,5811610.44642857,5668427.8452381,6533766.55357143,6278472.64880952,6338554.9375,6776343.94642857,6235025.89880952,6432193.44047619,6845864.81547619,6338867.47916667,NA,"1_PE(16:0_20:4)+H | 1_PE(16:1_20:3)+H | 3_PE(36:4)+H | 1_PC(13:0_20:4)+H","2148808.04 | 1587049.542 | 1580385.96 | 66003.003","PE","[M+H]+","No","PE(16:0_20:4)","[M+H]+"
95,720.554140726725,8.79666527777777,NA,86455931.8095238,87582091.2857143,84056081.6904762,83112937.6190476,88299064.547619,86611462.2857143,85650201.8095238,87912218.3333333,87651866.1666667,85092965.4761905,90024872.3333333,86572996.5714286,NA,"1_PE(17:0_17:0)+H | 3_PE(34:0)+H | 1_PC(14:0_17:0)+H","19371241.917 | 17913057.717 | 692779.46","PE","[M+H]+","No","PE(17:0_17:0)","[M+H]+|[M+Na]+"
706,792.553970336914,7.4707875,NA,3879297.14880952,4168687.15922619,4121386.73511905,4045296.97321429,4070238.20833333,4175516.1391369,4483631.32738095,4308742.82142857,4025341.71130952,4236744.23511905,4174111.42857143,4016036.13690476,NA,"1_PE(18:0_22:6)+H | 3_PE(40:6)+H | 1_PC(15:0_22:6)+H","1245861.18 | 1172052.44 | 143743.44","PE","[M+H]+","No","PE(18:0_22:6)","[M+H]+"
707,746.570276896159,8.86344583333333,NA,3859190.29464286,3770063.83630952,3648967.77083333,3607603.72321429,3796862.90178571,3716785.1235119,3852726.57738095,4029761.75595238,3874870.18452381,3674334.79464286,3896264.31994048,3721412.71130952,NA,"1_PE(18:0_18:1)+H | 3_PE(36:1)+H | 1_PC(15:0_18:1)+H","687091.311 | 652130.637 | 44666.2098","PE","[M+H]+","No","PE(18:0_18:1)","[M+H]+"
963,770.570039449144,8.276675,NA,2427331.58035714,3067148.75,2952215.75,2820204.25,2461258.56547619,2599502.70833333,2892161.5,2440113.02678571,2378908.85119048,2632439.12797619,2523570.44940476,3448970,NA,"1_PE(18:0_20:3)+H | 3_PE(38:3)+H","826261.068 | 789116","PE","[M+H]+","Yes","PE(18:0_20:3)","[M+H]+"
1245,766.53919728597,7.05980694444444,NA,1660434.73214286,1710051.46428571,1591249.51785714,1615290.51785714,1687917.625,1651176.27380952,1643140.33333333,1774937.51785714,1772735.17857143,1681825.77380952,1715019.73809524,1677872.94047619,NA,"1_PE(18:0_20:5)+H | 1_PE(18:1_20:4)+H | 3_PE(38:5)+H","456505.595 | 371216.298 | 353710.8","PE","[M+H]+","Yes","PE(18:0_20:5)","[M+H]+"
1682,794.568704998682,7.83438194444444,NA,1048088.27380952,1509246.5,1090082.94345238,1299454.25,1049016.34077381,1163069.21875,1073941.80803571,1121446.0625,1059789.1875,1069960.70833333,1083007.60416667,1323807.375,NA,"1_PE(18:0_22:5)+H | 1_PE(20:1_20:4)+H | 3_PE(40:5)+H","63298.3595 | 62259.69 | 61257.74","PE","[M+H]+","Yes","PE(18:0_22:5)","[M+H]+"
2577,796.584968924194,8.58268888888889,NA,505993.433035714,610008.662946429,569977.016369048,530713.343005952,510151.96577381,612134.501116071,516909.926339286,540266.197172619,579012.677083333,537409.295386905,688616.625,577635.834821429,NA,"1_PE(18:0_22:4)+H | 3_PE(40:4)+H","141457.788 | 136770.8","PE","[M+H]+","Yes","PE(18:0_22:4)","[M+H]+"
9089,768.555269291792,7.81248611111111,NA,24838772,20118421.4940476,19024918.5357143,23978726,27728266,20476111.7053571,25387654,20488909.8720238,26017084,27399356,20520821.1011905,18098691.2142857,NA,"1_PE(18:0_20:4)+H | 1_PE(18:1_20:3)+H | 3_PE(38:4)+H | 1_PC(15:0_20:4)+H","3895103.888 | 2815731.488 | 2803640.908 | 306749.07","PE","[M+H]+","No","PE(18:0_20:4)","[M+H]+"
730,766.538281985692,6.69070694444444,NA,3718700.03869048,3785894.5,3453111.89136905,3686237.05952381,3784280.25,4075138.25,3486155.71130952,3646816.1875,3737766.58333333,3544392.04761905,3570095.53720238,3983285,NA,"1_PE(18:1_20:4)+H | 1_PE(16:0_22:5)+H | 1_PE(18:2_20:3)+H | 3_PE(38:5)+H","1150042.162 | 901225.253 | 896997.361 | 893936.3","PE","[M+H]+","Yes","PE(18:1_20:4)","[M+H]+"
9128,742.540299048674,7.09883888888889,NA,3148855.5,2316430.30952381,2419184.25,2236048,2701020,2609686.75,2717879.75,2441382,2569322.75,2552256.5,2276410.80952381,2336760.25,NA,"1_PE(18:1_18:2)+H | 3_PE(36:3)+H","527401.849 | 492118.9","PE","[M+H]+","Yes","PE(18:1_18:2)","[M+H]+"
12683,744.554995473226,7.83141111111111,NA,3437749,3825893.5,3558834.25,2770149.86755952,3806822.75,4355074.5,4024549.25,3737980.5,2790208.35416667,2772035.8422619,4489307,3753825.75,NA,"1_PE(18:1_18:1)+H | 1_PE(18:0_18:2)+H | 3_PE(36:2)+H","779367.79 | 744899.1808 | 737444.4","PE","[M+H]+","Yes","PE(18:1_18:1)","[M+H]+"
12777,790.540192392137,6.38224444444445,NA,795103,807455.9375,744467.9375,579324.834821429,720651.6875,612371.75,604227.4375,570683.3125,669229.5625,629466.75,586895.860119048,541917.9375,NA,"1_PE(18:1_22:6)+H | 3_PE(40:7)+H","200618.974 | 184575.5","PE","[M+H]+","Yes","PE(18:1_22:6)","[M+H]+"
17410,766.579081986442,11.4531597222222,NA,110988.3515625,135658.984375,111336.2578125,104736.5625,108021.171875,97632.3671875,109702.8046875,95270.3515625,99312.5911458333,113901.7734375,97446.9955357143,100005.545014881,NA,"1_PEG(n=12_NH4+_CH2=15_DBE=4_(2-NH3))","2328.655","PEG","[M+?]+","Yes","PEG(n=12_NH4","[M+?]+"
514,408.308567047119,1.55906944444444,NA,6473028.63318452,6741253.94940476,6490859.13541667,6116705.83333333,6718424.03645833,6426059.6875,6509522.94494048,6416748.01748512,6488504.20833333,6730902.66220238,6713507.67261905,6613773.52380952,NA,"1_PEG(n=3_NH4+_CH2=18_DBE=6_) | 1_PEG(n=7_NH4+_CH2=5_DBE=3_(2-NH3))","13015.996 | 11242.828","PEG","[M+?]+","Yes","PEG(n=3_NH4","[M+?]+"
11314,329.193133742721,0.358216666666667,NA,1216987.125,869460.625,749239.563244047,846405.625,798401.976934524,809130.147321428,1030869.0625,773399.693824405,885892.595796131,805916.798363095,835712.264880952,944278.5,NA,"1_PEG(n=3_Na+_CH2=9_DBE=1_(2-OH))","16398.103","PEG","[M+?]+","Yes","PEG(n=3_Na","[M+?]+"
797,502.336929321289,0.614777777777778,NA,3225581.75,3217819.42261905,3049964.38690476,2897337.45833333,3379635.25,3160065.01190476,3280345.47619048,3018690.64285714,3131584.01190476,3240547.91666667,3269697.32142857,3042099.67261905,NA,"1_PEG(n=4_NH4+_CH2=18_DBE=5_(3-OH))","96889.18","PEG","[M+?]+","Yes","PEG(n=4_NH4","[M+?]+"
11508,463.304590755039,0.805901388888889,NA,242032.109375,221848.4375,242541.470982143,209937.125744048,274618.418154762,269533.15625,237505.541294643,264463.21875,247613.59375,303102.21875,277278.185639881,299901.817708333,NA,"1_PEG(n=4_Na+_CH2=17_DBE=3_(1=O)) | 1_PEG(n=4_H+_CH2=19_DBE=6_(1=O))","91204.154 | 91204.154","PEG","[M+?]+","Yes","PEG(n=4_Na","[M+?]+"
11260,398.240650347896,0.3608,NA,20404682,27653076,16022931.9791667,21823798,33050372,18397371.3988095,17483316.1785714,0,20174170.0478051,19802162.9010417,17641652.0610119,30997398,NA,"1_PEG(n=5_NH4+_CH2=7_DBE=2_(3-OH))","5501.918","PEG","[M+?]+","Yes","PEG(n=5_NH4","[M+?]+"
171,684.480974833171,4.24877222222222,NA,31540970.1904762,32449587.4285714,31549100.1904762,30847300,32536133.5714286,32460288.047619,31130002.7619048,34659599.4285714,30936752.0952381,31628793.4761905,31721394.9047619,30974784.3809524,NA,"1_PG(14:0_14:0)+NH4 | 1_BMP(14:0_14:0)+NH4 | 3_PG(28:0)+NH4","9803914.757 | 9358766.9 | 8996515","PG","[M+NH4]+","No","PG(14:0_14:0)","[M+NH4]+|[M+H]+"
162,744.590560913086,7.97195138888889,NA,34528294.1428571,33233541,32592586.2380952,34028996.9047619,34398849.3571429,34048795.0238095,34675461.7380952,32327931.8095238,34608546.6190476,32863028.8333333,34029180.4047619,32612590.9047619,NA,"1_Plasmanyl-PC(O-16:0/18:2)+H | 1_Plasmenyl-PC(P-16:1/18:0)+H | 1_Plasmenyl-PC(P-16:0/18:1)+H | 1_Plasmanyl-PC(O-16:1/18:1)+H | 3_MSDIAL_LPC 34:2-SN1;[M+H]+;CCCCCCC\C=C/C\C=C/CCCCCCCCCCCCCCCCCCCCCC(=O)OCC(O)COP([O-])(=O)OCC[N+](C)(C)C;VPBNTXHLKISABH-HDXUUTQWNA-N;C42H82NO7P | 1_Plasmenyl-PC(P-18:1/16:0)+H | 1_Plasmanyl-PC(O-18:1/16:1)+H","9112175.425 | 8995598.607 | 8981857.425 | 8908718.418 | 8880977.19 | 8849716.322 | 8847774.246","Plasmanyl-PC","[M+H]+","No","Plasmanyl-PC(O-16:0/18:2)","[M+H]+"
265,482.361012776693,1.13893472222222,NA,16635517.8333333,16896149.547619,16337467.3928571,17035443.4047619,17825763.5,18669962.4761905,17070316.7142857,17799827.6071429,18159342.3154762,19051501.4032738,18879614.5357143,18628812.6428571,NA,"1_Plasmanyl-LPC(O-16:0)+H","7856516.733","﻿ether-LPC","[M+H]+","Yes","Plasmanyl-LPC(O-16:0)","[M+H]+"
373,508.37702814738,1.20115416666667,NA,10084127.6785714,10530881.8928571,10013463.547619,10283435.4047619,10771413,11131466.9047619,10559365.6175595,11061556.7142857,10705787.1130952,10616399.5446429,11108942.2380952,11047281.1547619,NA,"1_Plasmanyl-LPC(O-18:1)+H","5725309.8","﻿ether-LPC","[M+H]+","Yes","Plasmanyl-LPC(O-18:1)","[M+H]+"
606,510.39212290446,1.672525,NA,4958525.47321428,5220148.96279762,4886032.61830357,5214994.07886905,5274190.47023809,5558296.04315476,5102001.98735119,5411707.19940476,5392988.70758929,5191438.8125,5174908.52008929,5355963.38392857,NA,"1_Plasmanyl-LPC(O-18:0)+H","3146921.331","﻿ether-LPC","[M+H]+","Yes","Plasmanyl-LPC(O-18:0)","[M+H]+"
12793,904.714607782668,10.105225,NA,1876352.375,1700729.875,1645314.5,500361.900297619,1957881.125,1796101.375,1640332.625,1763611,1359477.75,1798524.125,1954429,1802092.125,NA,"1_Plasmanyl-PC(O-24:1/22:5)+H | 1_Plasmenyl-PC(P-24:0/22:5)+H","1226638.207 | 1226638.207","Plasmanyl-PC","[M+H]+","No","Plasmanyl-PC(O-24:1/22:5)","[M+H]+"
1425,594.48619333903,4.87845972222222,NA,1358394.44828869,1488375.85863095,1462696.68154762,1803377.06547619,1477841.93080357,1528247.07886905,1408786.54017857,1842840.5952381,1539259.69642857,1533254.32886905,1456792.4375,1652805.65029762,NA,"1_Plasmanyl-LPC(O-24:0)+H","593263.8","﻿ether-LPC","[M+H]+","Yes","Plasmanyl-LPC(O-24:0)","[M+H]+"
1848,592.470227559408,3.456975,NA,871377.069196429,894802.572916667,1002306.92857143,955353.592261905,884024.566220238,877563.882440476,873513.899553571,1014433.96130952,868303.936011905,818483.46577381,856866.683035714,818347.560639881,NA,"1_Plasmanyl-LPC(O-24:1)+H","348927.16","﻿ether-LPC","[M+H]+","Yes","Plasmanyl-LPC(O-24:1)","[M+H]+"
12779,538.423130434138,2.41364166666667,NA,519941.375,559945.5625,513080.28125,568659.010416667,477597.078125,492436.851190476,476649.760044643,554847.001488095,474936.750372024,494181.727399554,477311.808407738,483586.800037202,NA,"1_Plasmanyl-LPC(O-20:0)+H","230474.41","﻿ether-LPC","[M+H]+","Yes","Plasmanyl-LPC(O-20:0)","[M+H]+"
17837,566.454588176149,3.47745138888889,NA,546048.25,555676.5,540761.875,545432,509323.46875,590511.75,526274.75,545644.4375,518326.1875,449647.092261905,524752.625,458308.712797619,NA,"1_Plasmanyl-LPC(O-22:0)+H","206829.468","﻿ether-LPC","[M+H]+","Yes","Plasmanyl-LPC(O-22:0)","[M+H]+"
82,742.574979146322,7.04165555555555,NA,117510232.666667,113498432.285714,108457646.047619,107261866.690476,110118826.571429,114752316.380952,114522676.142857,112733375.714286,114995256.357143,115777426.738095,112781913.333333,115504384.190476,NA,"1_Plasmenyl-PC(P-16:0/18:2)+H | 1_Plasmanyl-PC(O-16:0/18:3)+H | 1_Plasmanyl-PC(O-16:1/18:2)+H | 3_MSDIAL_LPC 34:3-SN1;[M+H]+;CCCCCCC\C=C/C\C=C/C\C=C/CCCCCCCCCCCCCCCCCCC(=O)OCC(O)COP([O-])(=O)OCC[N+](C)(C)C;OWJSKPIUELIMJY-IHDWIWDKNA-N;C42H80NO7P","26209249.218 | 26054992.36 | 26005359.858 | 25958461.5","ether-PC","[M+H]+","No","Plasmenyl-PC(P-16:0/18:2)","[M+H]+"
87,766.57529703776,6.81681805555556,NA,108427368.761905,109269706.857143,106973991.857143,114629504.238095,108227620.571429,113070132.571429,112641614.547619,109015506.761905,113729098.095238,111100213.452381,111535709.119048,110026559.619048,NA,"1_Plasmenyl-PC(P-16:0/20:4)+H | 1_Plasmanyl-PC(O-16:0/20:5)+H | 3_MSDIAL_LPC 36:5-SN1;[M+H]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCCCCCCCCCCCCCCCCC(=O)OCC(O)COP([O-])(=O)OCC[N+](C)(C)C;JBSDEQYEBQVVBW-WMPRHZDHNA-N;C44H80NO7P | 1_Plasmanyl-PC(O-16:1/20:4)+H","28622812.536 | 28516704.858 | 28437403.6 | 28412670.678","ether-PC","[M+H]+","No","Plasmenyl-PC(P-16:0/20:4)","[M+H]+"
163,794.605590820312,7.99343888888889,NA,34270471.2380952,34071439.7261905,33842934.8333333,34635277.9166667,33976406.6428571,34894319.4285714,33804229.952381,34549962.9761905,34542949.2142857,33749455.3571429,34516696.4047619,34334469.8690476,NA,"1_Plasmenyl-PC(P-18:0/20:4)+H | 1_Plasmanyl-PC(O-18:0/20:5)+H | 3_MSDIAL_LPC 38:5-SN1;[M+H]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCCCCCCCCCCCCCCCCCCC(=O)OCC(O)COP([O-])(=O)OCC[N+](C)(C)C;XSZREWSFCRMUAR-WMPRHZDHNA-N;C46H84NO7P | 1_Plasmanyl-PC(O-18:1/20:4)+H","11283386.5 | 11244013.63 | 11202441.27 | 11195179.87","ether-PC","[M+H]+","No","Plasmenyl-PC(P-18:0/20:4)","[M+H]+"
180,752.559575398763,8.29505972222222,NA,30043067.2261905,29847535.3095238,30492099.0833333,28809917.2083333,30216846.7380952,30101692.5238095,29044737.6666667,30408008.5,28970285.0595238,30505372.1011905,30332952.6904762,31673183,NA,"1_Plasmenyl-PE(P-18:0/20:4)+H | 1_Plasmenyl-PE(P-16:0/22:4)+H | 3_Plasmanyl-PE(38:5)+H | 3_MSDIAL_LPE 38:5;[M+H]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCCCCCCCCCCCCCCCCCCC(=O)OCC(O)COP(O)(=O)OCCN;QBPKJYOTOLDHEJ-JLNKQSITNA-N;C43H78NO7P","2600657.9515 | 196286.0305 | 188576.6555 | 187598.28","﻿ether-PE","[M+H]+","No","Plasmenyl-PE(P-18:0/20:4)","[M+H]+"
186,792.589474995931,6.88797361111111,NA,29118091.1428571,30238395.047619,28819213.8095238,27833104.2857143,29435364.9047619,29516562.047619,27786546,28763021.6666667,28734075.6666667,28795993.1428571,28402020.4761905,29496028.8571429,NA,"1_Plasmenyl-PC(P-18:1/20:4)+H | 1_Plasmanyl-PC(O-18:1/20:5)+H | 3_MSDIAL_LPC 38:6-SN1;[M+H]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCCCCCCCCCCCCCCCC(=O)OCC(O)COP([O-])(=O)OCC[N+](C)(C)C;RIMMIQYNEPAPKU-WSDBEMKQNA-N;C46H82NO7P | 1_Plasmenyl-PC(P-16:0/22:5)+H | 1_Plasmanyl-PC(O-16:0/22:6)+H | 1_Plasmanyl-PC(O-16:1/22:5)+H","18408993.622 | 18351821.317 | 18328372.63 | 18284812.577 | 18276324.842 | 18262036.327","ether-PC","[M+H]+","No","Plasmenyl-PC(P-18:1/20:4)","[M+H]+"
197,718.575172424316,7.90862638888889,NA,26952715.4047619,25833826.1666667,25868009.047619,25436675.3333333,27286538.5952381,26308643.4642857,27371950.4404762,27048345.3511905,26738539.9404762,26958521.8452381,26923231.7321429,26172802.1666667,NA,"1_Plasmenyl-PC(P-16:0/16:0)+H | 1_Plasmanyl-PC(O-16:0/16:1)+H | 1_Plasmanyl-PC(O-16:1/16:0)+H | 3_MSDIAL_LPC 32:1-SN1;[M+H]+;CCCCCCCCCC\C=C/CCCCCCCCCCCCCCCCCCCC(=O)OCC(O)COP([O-])(=O)OCC[N+](C)(C)C;ZJIXPFHQCRWXJV-PFONDFGANA-N;C40H80NO7P","7247095.243 | 7194292.189 | 7190561.854 | 7166482.35","ether-PC","[M+H]+","No","Plasmenyl-PC(P-16:0/16:0)","[M+H]+"
213,770.605951944987,8.19894027777778,NA,23257326.6428571,23617212.0952381,23961301.452381,24666153.1190476,24110380.5714286,24397426.1190476,24972644.5952381,24544920.9285714,25893236.0238095,23528861.7857143,24549666.8333333,24896820.6190476,NA,"1_Plasmenyl-PC(P-18:0/18:2)+H | 1_Plasmanyl-PC(O-18:0/18:3)+H | 3_MSDIAL_LPC 36:3-SN1;[M+H]+;CCCCCCC\C=C/C\C=C/C\C=C/CCCCCCCCCCCCCCCCCCCCC(=O)OCC(O)COP([O-])(=O)OCC[N+](C)(C)C;SOOKHKUDVZEIHJ-IHDWIWDKNA-N;C44H84NO7P | 1_Plasmanyl-PC(O-18:1/18:2)+H | 1_Plasmenyl-PC(P-18:1/18:1)+H","4531920.056 | 4516886.126 | 4498136.7 | 4497365.587 | 4482331.657","ether-PC","[M+H]+","No","Plasmenyl-PC(P-18:0/18:2)","[M+H]+"
226,724.528686523438,7.14227361111111,NA,21882626.202381,22000845.3214286,20652889.2202381,23272516.5952381,21695516.452381,22798844.3095238,21241502.8809524,22223237.2142857,20740993.2380952,21594425.8333333,21946754.0238095,21683279.9047619,NA,"1_Plasmenyl-PE(P-16:0/20:4)+H | 3_Plasmanyl-PE(36:5)+H | 3_MSDIAL_LPE 36:5;[M+H]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCCCCCCCCCCCCCCCCC(=O)OCC(O)COP(O)(=O)OCCN;ARDYBKSLNLWNLW-JLNKQSITNA-N;C41H74NO7P","3515379.186 | 260672.095 | 259027.11","﻿ether-PE","[M+H]+","No","Plasmenyl-PE(P-16:0/20:4)","[M+H]+"
